Test,Id,Year_of_study,Gender,Secondary_school,finale srednja,Cources_mathematics,Cources_statistics,1. task-Maternity hospital,1. task-comment,1.task -comment-code,2. task-lotto,2. task-comment,2. task-comment-code,3. task-correlation,3.task-comment,3.task- comment-code,4. task-worker,4. task -comment,4.task-commnet-code,5. task-urn,5. task-comment,5.task-comment-code,6.task-lawyer_or_musician,6.task- comment,6. task -comment-code,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19-obrnuto,19,20,Komentar
C,131,first,m,g,gimnazija,0,no,b,Posto ima 3 puta manje beba po statistici iako su sanse 50-50 bice vise dana u manjem porodilistu,12,g,Biramo 7 nasumicnih brojeva od 39,11,v,Ne mozemo nista tvrditi jer nam ne kazu procenat polova,11,a,Sanse su onolike koliki je procenat ranika u firmi,11,,,,,,,1,3,5,5,5,4,5,5,4,4,3,4,4,2,3,5,5,5,5,1,5,
C,132,first,m,v,elektro,0,no,b,Statistika kaze da se vise decaka rodi u manjem porodilistu,13,g,Prema statistici i verovatnoci sve tri kombinacije imaju po 7 razl brojeva pa su svim kombinacijama iste sanse,11,b,U prvoj grupi ima 2 puta vise zena da je u drugoj skoro jednako i ukupan zbir kaze da zene vise koriste telefon,1,a,,10,,,,,,,1,1,2,5,4,2,4,5,5,5,5,3,5,4,4,5,3,3,5,1,5,"Veoma zanimljiv test u kojem treba koristiti znanje iz verovatnoce i statistike. Nadam se da sam dobro popunio test, ako nisam onda se nadam cu prosiriti svoje znanje pa ce sledeci put biti bolje."
C,133,first,f,g,gimnazija,0,no,v,,0,g,"Zato sto se brojevi biraju nasumicno, svi imaju iste sanse",11,v,Zato sto nisu dati odvojeni podaci za muskarce i zene. Moguce je da su iz jedne grupe samo zene ili samo muskarci upotrebljavali telefon,11,a,Jer ima toliko zaposlenih,11,,,,,,,1,2,3,4,5,5,5,5,4,3,3,5,2,3,3,5,5,5,5,1,4,
C,134,first,m,g,gimnazija,0,no,b,Posto je porodiliste manje lakse je da odnos pola prenagli u korist jednog pola preko 60%,12,g,brojevi se biraju nasumicno,11,b,"kako se pobecao procenat muskaraca u drugoj grupi, smajio se broj osoba koje koriste mob. Telefon",1,a,posto se bira iz firme u kojoj je odnos 70:30 u korist it,11,,,,,,,2,3,5,4,5,3,4,5,4,5,4,2,5,4,4,5,4,3,4,2,5,Vise paznje treba da se tokom srednje skole posveti statistici
C,135,first,m,g,gimnazija,0,no,b,Veći broj puta manje dečaka. Manji broj puta više dečaka.,12,g,Jer je logično.,13,v,70% od 30 je 21 bar 11 žena bar 9 uškaraca. Bar 5 žena bar 7 muškaraca. Najgori slučj za oba  pola je po 16 ukupno postoji još dosta random slučajeva pa se ne može zaključiti.,11,a,7 it i npr 3 pravnika.,11,,,,,,,1,1,5,5,5,1,5,5,5,5,5,3,4,5,5,5,5,4,5,1,5,
C,136,first,f,g,gimnazija,0,no,b,Manje je beba pa je veća verovatnoća da će biti veći procenat dečaka.,12,g,"Sva tri primera su tri različite kombinacije, čine ih različiti brojevi, pa se ne može utvrditi šta je verovatnije.",11,v,,10,a,Ima mi smisla,13,,,,,,,1,2,2,3,5,5,3,2,2,3,3,3,3,3,4,5,5,5,5,1,5,
C,137,first,m,g,gimnazija,0,no,b,"U prvom treba da se rodi više od 5 od proseka proseka, to jest 1/2^5 šansi, u drugom više od 2, to jest 1/2^2 šansi. Tako da su veće šanse u manjem porodilištu.",12,g,"Svki broj ima istu šansu da bude izvučen, tako da svaka kombinacija ima iste šanse.",11,v,"Ne treba mešati ovako, ovakvo istraživanje ne može da da dobar zaključak u zavisnosti od pola.",11,a,7/10 su it inženjeri pa su takve i šanse.,11,,,,,,,2,2,5,5,5,4,4,5,4,4,5,2,3,4,4,5,5,4,2,4,5,
C,138,first,f,g,gimnazija,0,no,b,Manje je beba pa smatram da je veća mogućnost da je rođeno više dečaka.,12,v,Zato što ne postoji neka logička veza između brojeva koji se uzvlače.,1,v,"Uzmemo naprimer da su svi muškarci koristili 10m i 11 žena, u drugoj grupi 40% je 12 , ovde ne može tako da se zaključi. Prema tome smatram da ne može da se izvede zaključak.",11,a,Pritom ako je 70% inženjera it šansa da je Milan baš jedan od njih je 70%.,11,,,,,,,2,3,4,5,4,4,5,5,5,4,5,4,4,3,5,5,5,4,3,3,5,"Smatram da se učenici zatrpavajumnoštvom nepotrbnih informacija a ne onim što im je konkretno potrebno za dalje školovanje, život i rad. Uzgred opštu kulturi i da ne komentarišem."
C,139,first,m,v,elektro,0,no,v,Ako se u oba porodilišta rodi podjednak broj dečaka i devojčica onda je verovatno u podjednak broj dana kada se rodi 60% dečaka.,1,g,Ako se bira 7 od 39 onda svi imaju iste šanse.,11,v,"Procenti ništa ne govore o polu, može se desiti a su svih 40% bili muškarci.",11,a,Ima više inženjera pa su veće šanse  da inženjer bude izvučen.,11,,,,,,,2,3,5,4,5,5,5,4,4,3,4,4,3,3,2,3,5,4,3,3,3,
C,140,first,m,g,gimnazija,0,no,b,"Zato što u većem porodilištu ima više slučajeva i zbog toga teži ka proseku, dok u manjem porosilištu  zbog manjeg broja slučajeva postoji veća varijacija.",11,g,Svaka kombinacija brojeva ima podjednaku šansu da bude izabrana i ona je recipročna vrednost ukupnog broja kombinaciju.,11,v,"Nije primenjen adekvatni pristup ovom problemu. Grupe su proizvoljno izabrane, ne postoji kontrolna grupa, grupe su same po sebi suviše male za izbegavanje grešaka.",111,a,Lične karakteristike ne utiču na verovatnoću odabira. Ako je izbor slučajan verovatnoća je 70%.,11,,,,,,,2,3,5,4,4,4,5,5,4,5,4,4,3,4,4,5,5,4,5,1,5,
C,141,first,f,g,gimnazija,0,no,b,"U manjem porodilištu je bilo više takvih dana jer, ako se rodilo preko 60% dečaka to je u manjem porodilištu preko 9 od 15 beba, dok je u većem preko 27 od 45. Tu vidimo da je brojčano veće odstupanje od statistike da se u proseku rodi jednak broj dečaka i devojčica, pa se takvi slučajevi ređe dešavaju.",11,g,Svi brojevi i time svaka kombinacija ima jednake šanse da bude izvučena jer se brojevi biraju nasumično.,11,b,U grupi gde su veći procenat činile žene veći procenat ispitanika koristi telefone.,1,a,Veći broj radnika ima diplomu IT inženjera pa je veća verovatna da je nasumično izabrani radnik IT inženjer.,11,,,,,,,4,3,4,5,5,5,4,4,5,5,4,4,3,4,4,5,4,4,4,2,5,
C,142,first,m,g,gimnazija,0,no,b,"S obzirom da je u drugom poroilištu uzorak manji, lakše je doći do većeg odstupanja od proseka.",11,v,"Verovatnoća je podjednaka da će biti bilo koja data kombinacija, međutim pravilnosti su jako retke u nasumičnim sistemima.",1,b,U prvoj grupi najmanje 11 žena koristi telefon.,1,v,Šansa nije isto što i verovatnoća.,3,,,,,,,4,2,5,5,5,2,4,5,4,3,4,3,3,3,3,4,5,3,2,4,5,
C,143,first,m,g,gimnazija,0,no,b,"verovatnoća da se rodi više od 60% beba u jednom danu istog pola je manja nego da bude nasumično tj 50%- 50% ali kako je dostići prag teže  kada je više nasumičnih beba, u manjem porodilištu će to biti češće.",12,g,"Izbor svakog broja je potuno nasumičan. Izvučen broj nikako  ne utiče  na buduće događaje, osim da on više ne može biti izvučen.",11,v,U svakoj grupi se može desiti da recimo svi muškarci koriste telefon. Da bi se izveo zaključak neophodno je da grupe budu polno homogene.,12,a,Ako je taj izbor zaista nasumičan verovatnoća da je on inženjer je jednaka procentu inženjera u firmi.,11,,,,,,,2,3,5,4,5,4,5,5,4,3,4,4,2,3,4,5,5,3,4,2,5,
C,144,first,f,g,gimnazija,0,no,v,"Veličina porodilišta nije bitna, jer recimo većina žena može da rodi baš devojčice u većem porodilištu, dok u manjem skoro sve žene mogu da rode dečake.",1,g,Ne može se predvideti koji rezultat će loptica izbaciti.,11,v,,10,v,,0,,,,,,,1,2,3,4,5,5,3,4,2,4,3,2,4,3,4,5,5,4,5,1,5,
C,145,first,m,g,gimnazija,0,no,b,,10,g,,10,v,,10,a,,10,,,,,,,3,4,2,4,4,5,5,4,4,4,3,3,4,2,2,5,5,2,3,3,5,
C,146,first,m,g,gimnazija,0,no,v,Jer na kraju godine odnos dečaka i devojčica ostaje isti.,1,g,Smatram da ve kombinacije imaju istu šansu da budu dobitne jer je izblačenje potpuno nasumično.,11,b,U grupi gde žene čine većinu veći je procenat upotrebe telefona.,1,a,S obzirom daje veći broj inženjera IT.,11,,,,,,,2,3,4,4,4,3,3,3,4,4,4,3,4,4,2,4,5,3,3,3,5,
C,147,first,m,g,gimnazija,0,no,v,Ukoliko se godišnje rađa jednak broj dečaka i devojčica  u oba porodilišta nebitno kolika su ta porodilišta.,1,g,Svaka kombinacija od 7 brojeva ima podjednake šanse da bude dobitna.,11,v,Moguće je da su u drugoj grupi svih 40% muškarci.,11,a,Od 100 ljudi 70 ima diplomu inženjera pa su veće šanse da je slučajno izvučeni radnik inženjer.,11,,,,,,,3,4,3,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,3,3,5,"Zanimljiva anketa, mislim da svako treba da se proveri u znanju iz ovih oblasti."
C,148,first,m,v,elektro,0,no,a,Jer je veća šansa da se rodi više muške dece ukoliko je broj beba veći.,2,v,Najveće šanse ima odgovor pod v jer su izabrani slučajni brojevi.,1,v,Jer ne znamo u kom procentu su odgovorili muškarci i žene u pojedinačnoj grupi.,11,a,Jer veće su šanse da će izvući radnika iz veće grupe.,11,,,,,,,3,3,4,5,4,3,5,3,4,3,3,4,3,4,4,4,4,3,3,3,5,
C,149,first,m,g,gimnazija,0,no,v,"Kalendar važi za obe bolnice, da je pitanje u kojoj bolnici je više dečaka odgovor bi bio u većoj.",1,g,,10,b,"ž=43, m=26",1,a,,10,,,,,,,3,2,3,4,3,5,5,5,4,4,5,5,3,5,5,5,5,3,3,3,5,"Zanimljiva anketa,volim zadatke ovog tipa, volim statistiku predstavljati grafički."
C,150,first,m,v,elektro,0,no,a,,0,b,,0,v,,10,v,,0,,,,,,,1,1,5,5,5,4,5,5,5,3,1,1,5,3,5,5,4,2,3,3,5,
C,151,first,m,v,elektro,0,no,a,,0,a,Nisu dobro promješane.,2,v,Nema dovoljno podataka.,11,a,,10,,,,,,,1,2,4,3,3,5,4,3,4,2,2,2,5,3,2,2,5,3,4,2,4,
C,152,first,m,v,elektro,0,no,v,,0,g,Brojevi nemaju veze sa verovatnoćom da izađe taj broj.,11,b,Više žena iz priloženog koristi telefon tokom vožnje.,1,a,Pa 70% od 100 % ima tu diplomu.,11,,,,,,,1,2,3,4,4,3,4,5,3,4,4,4,3,5,5,5,5,4,4,2,5,
C,153,first,m,g,gimnazija,0,no,v,Iz teksta se ne može zaključiti u kom je porodilištu bilo više takvih dana.,1,g,Igre na sreću su nameštene.,13,v,Nije rečeno ko je kako odgovarao nego koja grupa.,11,a,Odgovor nam je dat u tekstu.,11,,,,,,,1,2,4,4,3,3,3,4,3,4,3,2,3,3,4,5,3,2,4,2,4,
C,154,first,m,v,elektro,0,no,v,,0,g,Sve kombinacije imaju iste đanse jer su brojevi vučeni nasumično. Tačno je da bi neka nasumična kombnacija imala veće šanse da se pojavi  od neke uređene ali pojedinačno gledajući ni jedna oređena kombinacija nema veću šansu.,11,v,Ekstremno mali broj ispitanika.,111,v,Ako biramo jednok radnika ili je inženjer ili je pravnik pa su šanse 50%.,1,,,,,,,1,2,5,4,5,4,3,5,5,5,4,1,3,4,3,5,5,2,3,3,5,
C,155,first,f,g,gimnazija,0,no,v,,0,g,Sve kombinacije imaju iste šanse.,11,v,Ne može se izvesti zaključak  jer nije naglašeno  da li su svi muškarci ili žene rekli da koriste telefon.,11,a,Jer piše u tekstu zadatka.,11,,,,,,,3,3,3,4,5,4,2,4,4,4,4,4,5,5,2,4,4,4,4,2,5,
C,156,first,f,g,gimnazija,0,no,b,"Kod pribižno jednakog broja rođene muške i ženske dece, veći postotak idena manji broj rođene dece.",12,g,Svi brojevi imaju istu šansu za izvlačenje.,11,v,ne možemo generalizovati.,111,a,Na veći broj inženjera veća je verovatnoća da će neki od njih biti izvučen.,11,,,,,,,1,1,5,4,5,5,3,5,1,3,2,2,3,2,4,5,5,5,5,1,5,Smatram da je to što se nikada nisam srela sa statistikom značajno uticalo na izradu ovog testa.
C,157,first,m,g,gimnazija,0,no,v,,0,g,,10,v,,10,v,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,158,first,f,g,gimnazija,0,no,v,Jer je na kraju jednakao.,1,g,jer ima previše opcija pa se ne zna koja će kombinacija na kraju biti dobitna.,11,b,"U prvoj grupi im veći procenat onih koji koriste mobilni telefon tokom vožnje, dok je i broj ženskih učenika veći u odnosu na muški, a u drugoj grupi je manji procenat ali je i manje ženskih osoba.",1,a,Zato što ih je 70% sa diplomom inženjera inf. Tehnologija.,11,,,,,,,1,3,3,1,4,3,4,4,4,4,3,4,3,3,4,4,5,5,5,1,5,
C,159,first,f,g,gimnazija,0,no,v,Jer se na godišnjem nivou rod jednak broj dečak i devojčica.,1,v,Zato što brojevi nisu poslagani ni po kakvom redosledu i ne nalaze se jedan blizu drugog.,1,b,"Jer je u prvoj grupi 10 više žena nego muškaraca, a u drugoj samo 2 manje.",1,v,Milan je ili inženjer informacionih tehnologija ili pravnik(50% verovatnoća za oba),1,,,,,,,2,3,4,5,5,4,4,4,2,3,2,2,5,4,4,4,5,3,5,1,5,
C,160,first,f,g,gimnazija,0,no,v,Broj beba nije bitan.,1,g,Postoje jednake šanse da se izvuče svaka loptica a smim tim i svaka kombinacija.,11,v,Da bismo mogli da izvedemo zaključak u odnosu na pol potrebne su nam grupe koje čine samo muškarci samo žene i potrebne su nam veće grupe.,12,v,Ima 2 izbora sa podejdnakim šansama.,1,,,,,,,2,2,4,5,5,4,3,5,4,4,3,3,4,4,3,5,5,4,4,2,5,
C,161,first,f,v,elektro,0,no,b,"Manja razlika u broju to jest odnosu muških i ženskih beba, pa manje utiče na krajnju tvrdnju da se na godišnjem nivou rodi približno jednak broj dečaka i devojčica.",12,v,Imam utisak da je manja mogućnost da se izvuku brojevi u određenom nizu.,1,b,"Broj žena u rvoj grupi je veći, moralo je biti više žena koje su se izjasnile da koriste mobilni. U drugoj grupi je procenat manji a manji je i broj žena.",1,a,"S obzirom da je veći broj inženjera it, veća je i šansa da je Milan IT inženjer.",11,,,,,,,3,3,4,4,5,4,3,5,4,4,3,3,4,3,4,5,5,4,4,2,5,
C,162,first,f,v,elektro,0,no,b,"Mislim da je u manjem porodilištu jer se tamo rodi manje beba na dnevnom nivou, tako da mi je logičnije da je tu bilo više dana kada je rođeno više od 60% dečaka.",12,g,Mala je verovatnoća da će biti bilo koja od ovih kombinacija.,11,b,"Broj žena u prvoj grupi je veći, moralo je biti više žena koje su se izjasnile da koriste mobilni telefon. U drugoj grupi ima manje žena.",1,a,"Obzirom da je veći broj radnika sa diplomom IT, veća je verovatnoća da Milan ima tu diplomu.",11,,,,,,,3,3,3,5,5,5,4,5,3,5,2,3,3,3,5,5,4,4,4,2,5,
C,163,first,f,g,gimnazija,0,no,a,"Jer se u prvo porodilištu rodi više beba, pa će u njemu verovatno biti i više dečaka.",2,g,Mala je verovatnoća da će biti bilo koja od ovih kombinacija.Svaki od brojeva ima podjednake šanse da bude izvučen.,11,v,"Na osnovu podataka sam zaključila da je ukupno 60 ispitanika, od kojih 33 koristi mobilni telefon. 34 su žene i 26 muškaraca. Moglo se desiti da telefon koriste 33 žene i jedna muškarac a šak i 26 muškaraca i 7 žena, a može biti i skorz izmešano.",11,a,Veće su šanse da će biti inženjer informacionih tehnologija jer u toj kompaniji ima više inženjera u odnosu na pravnike.,11,,,,,,,3,3,3,5,5,5,4,5,4,3,3,3,5,2,3,5,4,3,2,4,5,
C,164,first,f,g,gimnazija,0,no,b,U manjem jer bi veći broj takvih dana u većem porodilištu napravio veću razliku izmedju ženskih  muških beba rodjenih na godišnjem nivou.,12,v,,0,v,"Ne možemo da donesemo zaključak, jer u prvoj grupi 21 čovek koristi telefon u toku vožnje a u drugoj 12 čoveka. Ista je verovatnoća da su i muškarci i žene.",12,v,Na osnovu osbina ne možemo zaključiti koja je njegova diploma.,2,,,,,,,2,3,3,3,4,5,5,4,5,5,3,3,3,5,5,5,5,5,3,3,5,
C,165,first,m,v,elektro,0,no,b,Na manjem uzorku su veće oscilacije.,11,g,Nasumično se izvlače loptice i svaka ima pojedinačne šanse.,11,v,Da bismo dobili koji pol koristi mobilni telefon motamo ispitati samo žene i samo muškarce.,12,v,"Milan može biti ili pravnik ili inženjer, što  znači da su šanse 50-50%.",1,,,,,,,3,1,5,5,5,5,3,5,5,3,5,4,4,5,5,5,5,5,2,4,5,
C,166,first,m,g,gimnazija,0,no,v,Broj beba u porodilištu opšte nije ključan za procenat dečaka.,1,g,Bilo koja nasumišna kombinacija ima iste šanse jer ne postoji mogućnost da je neka više moguća ili da je neki broj više izvlačen.,11,v,Nedostaje nam podatak koliko se zapravo muškaraca i žena izjasnilo da koristi mobilni telefon.,11,v,"Milan može biti ili pravnik ili inženjer, on je nasumično izabran.",1,,,,,,,1,2,4,4,5,5,5,4,4,3,4,4,3,5,3,5,5,5,1,5,4,
C,167,first,m,v,elektro,0,no,a,U većem jer se rodi više beba.,2,g,Šanse su jednake i male.,11,b,Zato što ih ima više.,1,v,Šta on voli nema nikakve veze sa šansom da bude izvučen.,1,,,,,,,1,3,3,4,4,4,2,2,1,3,4,1,3,2,4,4,5,1,4,2,5,Ovaj uptnik je težak
C,168,first,m,v,elektro,0,no,v,,0,g,,10,b,,0,a,,10,,,,,,,1,3,3,2,3,5,4,3,3,3,3,3,3,2,1,2,3,1,2,4,2,
C,169,first,f,g,gimnazija,0,no,a,,0,v,Najviše mi liči da ima šanse(random brojevi),1,b,Iz navedenog teksta mi to najviše izgleda kao da je tačno.,1,v,Njegove osobine najviše ukazuju na inženjera zbog njegove ambicije i uspešnosti ali s ipak iste šanse.,2,,,,,,,3,3,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,2,3,Statistika mi je i potrebna i ne toliko.
C,170,first,m,v,elektro,0,no,v,60% u odnosu na porodilišete.,1,v,Manja je verovatnoća da brojevi budu poređani po redu.,1,b,,0,a,,10,,,,,,,1,1,5,3,3,2,4,2,3,2,4,1,5,2,4,2,1,2,2,4,5,
C,171,first,m,v,elektro,0,no,v,,0,g,U pitanju je sreća.,13,b,kratak račun ali pogrešan.,1,a,70% radnika je IT.,11,,,,,,,1,2,2,4,4,5,3,4,2,5,2,1,3,2,3,5,3,2,4,2,5,
C,172,first,m,v,elektro,0,no,v,,0,v,,0,b,,0,a,,10,,,,,,,3,2,5,4,5,5,3,3,3,3,4,3,3,4,3,4,3,4,4,2,5,
C,173,first,m,g,gimnazija,0,no,v,Ne bitno je koje je porodilište.,1,g,Sve su brojevi.,12,b,Više žene pričaju na telefon.,2,a,Jer je nasumično birano.,11,,,,,,,1,3,3,3,5,4,4,4,3,3,3,3,4,3,3,4,3,4,4,2,5,
C,174,first,m,g,gimnazija,0,no,v,U oba je podjednako jer se uzima ukupan broj beba.,1,g,Uvek se izvlači 7 nsumičnh brojeva.,11,v,jer nemam podatke za odnos procenata i pola.,1,a,Više ima radnika sa diplomom IT.,11,,,,,,,3,4,2,5,4,3,4,5,4,5,4,3,2,3,4,4,4,3,2,4,4,
C,175,first,m,g,gimnazija,0,no,b,Pošto ima manje beba veća je verovatnoća da ima više devojčica.,13,g,,10,v,"Nema dovoljno podataka da odredimo, jer se dve osobe istog pola razlikuju individualno, iako se procenat smanjuje sa povećanjem broja muškaraca to jest smanjivanjem broja žena.",11,a,,10,,,,,,,3,3,4,4,5,5,5,3,4,2,4,3,5,2,3,5,5,4,5,1,5,
C,176,first,m,g,gimnazija,0,no,v,,0,g,Bilo kojih 7 brojeva ima istu verovatnoću.,11,b,,0,a,,10,,,,,,,3,3,3,4,5,5,4,4,4,4,4,3,2,3,4,4,4,3,4,2,2,
C,177,first,m,v,elektro,0,no,b,Što je broj beba manji veća je šansa da tu bude više danasa 60% dečaka.,12,g,Pod uslovom da se svi brojevi biraju nasumice sve kombinacije imaju jednake šanse,11,b,Veći procenat žena koristi telefon tokom vožnje.,1,a,70% radnika je IT.,11,,,,,,,1,1,5,5,5,4,4,4,2,3,2,1,5,3,2,5,4,3,2,4,5,
C,178,first,m,v,elektro,0,no,v,"Zato što svako porodilište drži svoj maksimum u odnosu na broj mesta, odnosno 60% u oba porodilišta je običan brojka, tako da ne možemo utvrditi.",1,g,"Manja je verovatnoća da brojevi budu poređani po redu, nego da svi budu random.",12,v,Ne može se odrediti jer mi ne zanmo koji procenat muškaraca prve grupe se izjasnio da koristi telefon.,12,v,Postoje podjednake šanse da prilikom izvlačenja dobijemo jedno od dva rešenja.,1,,,,,,,1,1,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Veoma zanimljiv test dopada mi se.
C,179,first,m,v,elektro,0,no,v,,0,g,Matematički sve imaju iste šanse.,11,v,Nisam siguran ali mislim da nema dovoljno podataka.,12,a,Mislim da je logično.,11,,,,,,,2,2,4,5,5,4,5,5,3,4,4,2,3,3,3,5,5,4,2,4,5,
C,180,first,m,g,gimnazija,0,no,v,Pitanje nas ne pita koliko je to dečaka nego koliko je takvih dana.,1,v,Mala je verovatnoća da će izaći sci brojevi za redom ili svi parni brojevi.,1,b,Jer je procenat korišćenja telefona u grupi sa više žena veći.,1,a,70% radnika je IT.,11,,,,,,,5,3,3,5,5,5,2,4,5,3,5,4,2,2,3,5,5,4,4,2,5,
C,181,first,f,g,gimnazija,0,no,v,,0,v,"Pod a idu redom, pod b su parni to je teže da se dobije.",1,b,,0,a,Ako npr. Imamo 100 radnika 70 je inf tehnologija a 30 je pravnika pa je veća šansa da bude izvučen pravnik.,11,,,,,,,2,2,4,5,4,5,3,5,4,4,4,4,4,4,5,5,5,5,4,2,5,
C,182,first,f,g,gimnazija,0,no,v,,0,v,Tu su brojevi najrazličitiji pa je najveća šansa da se izvuku.,1,b,U primeru kada 70 % ispitanika koristi mobilni telefon  bilo je više žena a u drugo kada 40% ispitanika koristi telefon mogle su sve biti žene.,1,a,Svaki sedmi je inženjer informacionih tehnologija pa je veći broj njih i veća je šansa da se oni izvuku.,12,,,,,,,2,1,5,5,5,4,4,5,3,5,3,3,5,4,5,5,5,4,1,5,5,Da li negde možemo videti ove rezultate?Mnogo me zanimaju rešenja zadataka.
C,183,first,f,v,elektro,0,no,v,Zato što se rodi podjednak broj dečaka i devojčica tako da treblo bi da u oba porodilišta bude podjednak broj takvih dana.,1,v,Jer je manje verovatno da će na Lotou izaći samo parni brojevi ili uzastopni.,1,b,Jer je procenat korišćenja telefona u grupi sa više žena veći.,1,a,Jer od svih radnika veći je prcenat inženjera informacionih tehnologija.,11,,,,,,,5,2,3,4,5,4,3,3,5,3,4,5,3,4,3,5,5,5,5,1,5,
C,184,first,m,g,gimnazija,0,no,b,Jedan dečak pravi veće odstupanje u procentima kada se manje beba rodi.,12,g,Šanse su uvek 1/39 nad 7.,12,b,Prvu grupu sačinjava više žena i veći je procenat korišćenja telefona dok drugu grupu sačinjava manji broj žena i manji je procenat korišćenja telefona.,1,a,,10,,,,,,,4,2,5,3,4,4,5,3,3,2,4,4,3,2,2,3,4,5,4,2,2,
C,185,first,f,g,gimnazija,0,no,b,,10,g,Ja smatram da su igre na sreću nameštene.,13,b,,0,a,,10,,,,,,,2,2,4,4,4,3,3,5,4,4,4,3,4,3,5,5,5,3,4,2,5,
C,186,first,m,v,elektro,0,no,b,Zato što sa manjim brojem dece šansa za izuzetak raste.,11,g,"Svaki broj je broj za sebe, nebitno da li se nalazi na kraju ili na početku, pa tako svi oni imaju podjednaku šansu da budu izvučeni.",11,v,Na  osnovu ovih podataka ne može se izvesti jasan zaključak jer ne zanmo kakve su odgovore davali koji ispitanici kojeg pola.,11,a,Akose uzme u obzir da su 70% radnika ininženjerei onda je tolika I šansa.,11,,,,,,,1,1,5,3,5,4,3,4,2,1,3,4,5,5,4,5,3,3,5,1,5,
C,187,first,m,g,gimnazija,0,no,v,Zato što je potreban postotak isti kao i šanse za bebin pol.,1,g,"Svi imaju istu šansu. Raspored brojeva nema nikakve veze, to je samo narodno verovanje.",11,b,Prva anketa nam govori da od 30 ispitanika 21 koristi mobilni telefon. . Od toga žena mora biti barem 11. Druga ima pad u broju korisnika uporedo sa padom ženskih ispitanika.,1,a,Opis Milana nam ništa ne govori. Jedini podatak koji je nama bitan je da je 70% inženjera.Samim tim pri slučajnom izboru ima 70% šansi.,11,,,,,,,3,1,3,5,4,5,5,3,3,5,4,4,3,4,4,5,5,5,5,1,5,
C,188,first,f,g,gimnazija,0,no,b,Smatram da je lakše dostići veći procenat rođenih dečaka ako je ukupan broj  rođenih beba manji.,12,v,"Nije pod a jer su veoma male šanse da budu uzastopni brojevi, pod b nije jer je teško da ne ispadne ni jedan jednocifren broj.",1,v,Ne znam kako bih izvela zaključak o upotrebi mobilnih telefona u odnosu na pol.,12,v,Jednake su šanse da bude i inženjer i pravnik jer ima dve kombinacije.,1,,,,,,,1,3,4,4,5,4,4,3,1,4,2,1,3,2,4,5,5,2,3,3,5,Veoma zanimljivo ali ne znam kako bih rešila ove zadatke.
C,189,first,m,v,elektro,0,no,v,Što je porodilište manje ili veće nema uticaj na to koliko će biti dečaka a koliko devojčica.,1,g,Zato što su kombinace bez ponavljanja a svaka od njih ima jednaku šansu da bude izvučena.,11,v,Zato što nisu da ti podaci koliko se žena i koliko se muškaraca izjsnilo da koristi telefon tokom vožnje.,11,a,Ako ima 70% inženjera onda slučajnim izborom veće su šanse da je inženjer.,11,,,,,,,3,1,5,5,5,4,4,3,3,3,2,2,4,2,2,4,3,1,5,1,5,Tokom školovanja na časovima iz matematike nisam stekao dovoljno znanja. Nastavnici se ne trude da objasne predmet koji predaju.
C,190,first,m,g,gimnazija,0,no,a,Odgovor se dobije slučajnim odabirom jer na osnovu datih podataka ne mogu odrediti u kom je porodilištu više takvih dana.,3,g,broj mogućih kombinacija je oko 15 miliona. I sve kombinacije imaju jednaku šansu.,11,v,"Iz ovih podataka ne možemo sa sigurnošću utvrditi rezultat ali na osnvu stečenih informacija od ranije, muškarci češće koriste telefon od žena jer se osećaju slobodnije za volanom.",13,a,,10,,,,,,,3,2,2,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,1,5,5,
C,191,first,m,g,gimnazija,0,no,v,Zato što nemam potpune podatke.,3,g,Svaki broj ima iste šanse da bude izvučen.,11,v,Zato što obe grupe sadrže ispitanike različitog pola.,12,v,Slučajni radnik može biti ili inženjer ili pravnik.,1,,,,,,,5,3,3,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,3,3,4,
C,192,first,m,g,gimnazija,0,no,v,,0,g,,10,b,,0,v,Postoje dve profesije.,1,,,,,,,5,2,5,5,4,4,5,4,3,3,3,4,3,4,3,5,5,2,3,3,5,
C,193,first,f,g,gimnazija,0,no,a,Više beba veća verovatnoća da se to desi.,2,g,Mislim da ne postoji tačan algoritam za izvlačenje pa mislim da su sve kombinacije nasumične i ravnopravne.,11,b,70% posto je iz prve grupe a većinu te grupe čine žene.,1,v,Može da bude ili jedno ili drugo.,1,,,,,,,1,3,5,5,5,5,2,5,3,4,5,1,5,5,5,5,5,3,4,2,5,
C,194,first,m,g,gimnazija,0,no,v,,0,g,Sve loptice imaju jednake šanse da budu izvučene.,11,v,"dve grupe od 30 ispitanika je mali broj uz to ispitanici su ljudi i mogli su da slažu, što čini ove podatke nepoverljivim.",111,a,Zato što ih je 70% sa diplomom inženjera inf. Tehnologija...,11,,,,,,,2,3,4,3,5,4,3,5,3,2,2,2,3,3,3,5,4,3,3,3,5,
